source_text,translated_text,context
"Demo data installed: {0} menu items, {1} reviews, {2} events","تم تثبيت البيانات التجريبية: {0} صنف قائمة، {1} تقييم، {2} فعالية",
Demographics,الفئة السكانية,
Description (Arabic),الوصف (عربي),
Description (English),الوصف (إنجليزي),
Dessert,حلويات,
Dietary Tag,علامة غذائية,
Dietary Tags,العلامات الغذائية,
Dim,خافت,
Dine-in,في المطعم,
Dine-in Revenue,إيرادات المطعم,
Dining,تناول الطعام,
Direct,مباشر,
Discount Value,قيمة الخصم,
Discounted Price,السعر بعد الخصم,
Dishwasher,غسّال أطباق,
Disputed,متنازع عليه,
Domain & Login,النطاق وتسجيل الدخول,
Domain for custom login (e.g. candela.restaurant). Leave empty to disable custom login.,النطاق لتسجيل الدخول المخصص (مثال: candela.restaurant). اتركه فارغاً للتعطيل.,
Downtime (Hours),وقت التوقف (ساعات),
Dry Goods,بضائع جافة,
Dry Storage,تخزين جاف,
Dubai,دبي,
ERP,نظام تخطيط الموارد,
"Each menu item belongs to a category and can have: price, description, dietary tags (vegan, gluten-free, etc.), ingredients with quantities, preparation time, and a photo.","كل صنف ينتمي لفئة ويمكن أن يحتوي: سعر، وصف، علامات غذائية (نباتي، خالي الغلوتين، إلخ)، مكونات بالكميات، وقت التحضير، وصورة.",
Each team member sees exactly what they need:,كل عضو في الفريق يرى بالضبط ما يحتاجه:,
Email Blast,حملة بريد إلكتروني,
Emergency,طوارئ,
Enable Custom Login,تفعيل تسجيل دخول مخصص,
Enable Delivery,تفعيل التوصيل,
Enable English,تفعيل الإنجليزية,
Enable Fawry,تفعيل فوري,
Enable Italian,تفعيل الإيطالية,
Enable Newsletter,تفعيل النشرة البريدية,
Enable Online Ordering,تفعيل الطلبات الإلكترونية,
Enable Paymob,تفعيل باي موب,
Enable Pickup,تفعيل الاستلام,
Enable Promo Codes,تفعيل الأكواد الترويجية,
Enable Reservations,تفعيل الحجوزات,
Enable Reviews,تفعيل التقييمات,
Enable WhatsApp Button,تفعيل زر واتساب,
Engagement (likes+comments),التفاعل (إعجابات+تعليقات),
Estimated Delivery (minutes),التوصيل المتوقع (دقائق),
Estimated Minutes,الدقائق المتوقعة,
Estimated Prep Time (min),وقت التحضير المتوقع (دقيقة),
Estimated Reach,الوصول المتوقع,
Estimated Time (min),الوقت المتوقع (دقيقة),
Event & Banquet Hall,قاعة مناسبات وحفلات,
Event Name (Arabic),اسم الفعالية (عربي),
Event Name (English),اسم الفعالية (إنجليزي),
Event Prep,تحضير فعالية,
"Event booking with custom menus, large-scale production planning, temporary staff scheduling, venue asset management","حجز الفعاليات مع قوائم مخصصة وتخطيط الإنتاج الكبير وجدولة الموظفين المؤقتين وإدارة أصول المكان",
Event-Specific,خاص بالفعالية,
Every operation in Candela follows a clear workflow — from customer order to kitchen production to payment:,كل عملية في كانديلا تتبع سير عمل واضح — من طلب العميل إلى إنتاج المطبخ إلى الدفع:,
"Everything — settings, reports, approvals, staff management","كل شيء — الإعدادات والتقارير والموافقات وإدارة الموظفين",
Expected Cash,النقد المتوقع,
Explore Menu,استكشف المنيو,
Favicon,أيقونة الموقع,
Fawry Configuration,إعدادات فوري,
Fawry Merchant Code,رمز تاجر فوري,
Fawry Security Key,مفتاح أمان فوري,
Featured Categories,الفئات المميزة,
Features & Ordering,الميزات والطلبات,
Field-level restrictions mask cost data from non-authorized roles. All permission changes are audited.,القيود على مستوى الحقل تخفي بيانات التكلفة عن الأدوار غير المصرح لها. جميع تغييرات الصلاحيات مُدققة.,
Fine Dining Restaurant,مطعم فاخر,
Flags,علامات,
Follow these steps to get your restaurant running on Candela:,اتبع هذه الخطوات لتشغيل مطعمك على كانديلا:,
Followers,المتابعون,
Food Cost %,نسبة تكلفة الطعام %,
Food Cost (per serving),تكلفة الطعام (لكل وجبة),
Food Cost Report,تقرير تكلفة الطعام,
Food Cost Today,تكلفة الطعام اليوم,
Food Costing,تسعير الطعام,
Frappe Support,دعم فرابي,
Fruits,فواكه,
Fujairah,الفجيرة,
"Full dashboard with sales, reservations, and alerts","لوحة تحكم كاملة بالمبيعات والحجوزات والتنبيهات",
"Full menu management with categories, dietary tags, ingredients, and pricing","إدارة قائمة كاملة بالفئات والعلامات الغذائية والمكونات والأسعار",
Furniture,أثاث,
GRN Items,أصناف إذن الاستلام,
GTM Container ID,معرف حاوية GTM,
"Generate promo codes with discount %, max uses, and expiry dates.","أنشئ أكواد ترويجية مع نسبة خصم وحد أقصى للاستخدام وتاريخ انتهاء.",
Gluten-Free,خالي من الغلوتين,
Go Live!,انطلق!,
Goods Receipt,إذن استلام,
Goods receipt and quality checks,استلام البضائع وفحص الجودة,
Google Analytics 4 ID,معرف Google Analytics 4,
Google Maps Embed Code,كود خريطة Google المضمن,
Google Maps URL,رابط خرائط Google,
Google Rating,تقييم Google,
Grains & Pasta,حبوب ومعكرونة,
Grand Opening,الافتتاح الكبير,
Green Color,اللون الأخضر,
Grill,شواية,
Gross Revenue,الإيرادات الإجمالية,
Guests,الضيوف,
HVAC,تكييف,
Halal,حلال,
Hashtags,الهاشتاقات,
Hero Background Image,صورة خلفية البطل,
Hero Image (Mobile),صورة البطل (موبايل),
Hero Overlay Opacity,شفافية طبقة البطل,
Hero Section,قسم البطل,
Hero Video URL,رابط فيديو البطل,
Homepage Sections,أقسام الصفحة الرئيسية,
Hot,ساخن,
Hot Line,خط ساخن,
Hotel Restaurant,مطعم فندقي,
How Candela's 55 DocTypes connect to each other — from Menu Items to POS Invoices to Stock Entries:,كيف ترتبط مستندات كانديلا الـ55 ببعضها — من أصناف القائمة إلى فواتير نقطة البيع إلى حركات المخزون:,
Icon (Lucide name),أيقونة (اسم Lucide),
Icon Emoji,إيموجي الأيقونة,
Image Alt Text,نص بديل للصورة,
Income Level,مستوى الدخل,
Indirect,غير مباشر,
Ingredient Name,اسم المكوّن,
Ingredient Name (AR),اسم المكوّن (عربي),
Ingredient Name (EN),اسم المكوّن (إنجليزي),
Inspected,تم الفحص,
Inspection Date,تاريخ الفحص,
Inspection Notes,ملاحظات الفحص,
Inspection Status,حالة الفحص,
Install Demo Data,تثبيت البيانات التجريبية,
Installing demo data...,جارٍ تثبيت البيانات التجريبية...,
Instashop,إنستاشوب,
Internal,داخلي,
Inventory Status,حالة المخزون,
Inventory levels and reorder points,مستويات المخزون ونقاط إعادة الطلب,
Invoice creation and payment,إنشاء الفواتير والدفع,
Is Exempt,معفى,
Is Zero Rated,بتصنيف صفري,
Italian Café & Restaurant Management,إدارة مقهى ومطعم إيطالي,
Item Name (Arabic),اسم الصنف (عربي),
Item Name (English),اسم الصنف (إنجليزي),
Item Name (Italian),اسم الصنف (إيطالي),
Items Offered,الأصناف المقدمة,
KPIs,مؤشرات الأداء,
Kitchen Display System with order queue,شاشة المطبخ مع قائمة الطلبات,
Kitchen Equipment,معدات المطبخ,
Kitchen Notification Email,بريد إشعارات المطبخ,
Kitchen Queue,قائمة انتظار المطبخ,
Kitchen Status,حالة المطبخ,
"Kitchen display, production logs, recipes, ingredient stock levels","شاشة المطبخ وسجلات الإنتاج والوصفات ومستويات مخزون المكونات",
Language & Locale,اللغة والمنطقة,
Last Purchase,آخر عملية شراء,
Lighting,إضاءة,
Lively,حيوي,
Location Notes,ملاحظات الموقع,
Locked,مقفل,
Log out,تسجيل خروج,
Log what you produce at /deladmin/production. Record waste and ingredient usage.,سجّل ما تنتجه في /deladmin/production. سجّل الهدر واستهلاك المكونات.,
Login Background Image,صورة خلفية تسجيل الدخول,
Login Welcome (Arabic),رسالة ترحيب الدخول (عربي),
Login Welcome (English),رسالة ترحيب الدخول (إنجليزي),
Logo & Icons,الشعار والأيقونات,
Logo (Dark - for light backgrounds),الشعار (داكن - للخلفيات الفاتحة),
Logo (Gold),الشعار (ذهبي),
Logo (White - for dark backgrounds),الشعار (أبيض - للخلفيات الداكنة),
Logo Icon (circular),أيقونة الشعار (دائرية),
MAT-STE-.YYYY.-,MAT-STE-.YYYY.-,
Maint. Interval (Days),فترة الصيانة (أيام),
Maintenance Message,رسالة الصيانة,
Maintenance Mode,وضع الصيانة,
"Manage shifts at /deladmin/staff. Assign roles, set schedules, and track attendance.","أدِر الورديات في /deladmin/staff. عيّن الأدوار وضع الجداول وتتبع الحضور.",
Manage storage locations at /deladmin/warehouses. Transfer stock between them as needed.,أدِر مواقع التخزين في /deladmin/warehouses. حوّل المخزون بينها حسب الحاجة.,
Manage suppliers in the Candela Supplier doctype. Track pricing and delivery reliability.,أدِر الموردين في مستند مورد كانديلا. تتبع التسعير وموثوقية التسليم.,
Marketing Channels,قنوات التسويق,
Max Capacity,السعة القصوى,
Max Party Size,أقصى عدد أفراد,
Max Uses,أقصى عدد استخدامات,
Measurement Error,خطأ في القياس,
Meat,لحوم,
Meat & Poultry,لحوم ودواجن,
Medium-High,متوسط-مرتفع,
Menu & Dining,القائمة والطعام,
Menu Highlights,أبرز الأطباق,
Menu Item Dietary Tag,علامة غذائية لصنف القائمة,
Menu Item Popularity,شعبية صنف القائمة,
Menu Management,إدارة القائمة,
Menu Preferences,تفضيلات القائمة,
Meta Keywords,كلمات مفتاحية,
Meta Pixel ID,معرف Meta Pixel,
Mild,خفيف,
Min Orders,أقل عدد طلبات,
Minimum Order,الحد الأدنى للطلب,
Minimum Order Amount,الحد الأدنى لمبلغ الطلب,
Minimum Stock (Alert),الحد الأدنى للمخزون (تنبيه),
Mode Name (Arabic),اسم النمط (عربي),
Mode Name (English),اسم النمط (إنجليزي),
Moderate,معتدل,
Moderation,إشراف,
Module Access,صلاحية الوحدة,
Monitor customer reviews. Respond to feedback and track satisfaction trends.,تابع تقييمات العملاء. رد على الملاحظات وتتبع اتجاهات الرضا.,
Monthly Invoice,فاتورة شهرية,
Morning,صباحي,
Music Playlist URL,رابط قائمة الموسيقى,
Must-Have Features,ميزات ضرورية,
N,لا,
Net Cash Position,صافي الوضع النقدي,
New Price,السعر الجديد,
New order #{0},طلب جديد #{0},
New reservation from {0},حجز جديد من {0},
New review from {0},تقييم جديد من {0},
Newsletter subscriber management,إدارة مشتركي النشرة,
Next Maintenance,الصيانة القادمة,
No-Show,لم يحضر,
Noise,ضوضاء,
Noise Level,مستوى الضوضاء,
Normal,عادي,
Notification Email,بريد الإشعارات,
Notify New Order,إشعار بالطلبات الجديدة,
Notify New Reservation,إشعار بالحجوزات الجديدة,
Notify New Review,إشعار بالتقييمات الجديدة,
OG Image (1200×630),صورة OG (1200×630),
Occupation,المهنة,
Offer Types,أنواع العروض,
Oils & Sauces,زيوت وصلصات,
Old Price,السعر القديم,
Ongoing,جارٍ,
Online Ordering,الطلب الإلكتروني,
"Online ordering focus, delivery zone management, driver tracking, promo codes, customer acquisition campaigns","التركيز على الطلبات الإلكترونية وإدارة مناطق التوصيل وتتبع السائقين والأكواد الترويجية وحملات اكتساب العملاء",
Open Candela Settings,افتح إعدادات كانديلا,
Open Time,وقت الفتح,
"Open your first POS shift, take your first reservation, and start serving!","افتح أول وردية نقطة بيع، واستقبل أول حجز، وابدأ الخدمة!",
Open your shift at /deladmin/pos with a starting cash amount. Close it at end of shift.,افتح ورديتك في /deladmin/pos بمبلغ نقدي ابتدائي. أغلقها في نهاية الوردية.,
Opening Cash,النقد الافتتاحي,
Order Channel,قناة الطلب,
Order Confirmation Message,رسالة تأكيد الطلب,
Order Date,تاريخ الطلب,
Order Items,أصناف الطلب,
Order Reference,مرجع الطلب,
"Order appears in kitchen display, organized by station","الطلب يظهر في شاشة المطبخ مرتباً حسب المحطة",
Ordering Settings,إعدادات الطلبات,
Orders Count,عدد الطلبات,
"Orders from the customer website arrive here. Each has items, delivery address, payment status, and real-time tracking status.","طلبات الموقع تصل هنا. كل طلب فيه أصناف وعنوان توصيل وحالة دفع وحالة تتبع لحظية.",
Other Income,دخل آخر,
Our Advantage,ميزتنا التنافسية,
Over-prep,إنتاج زائد,
PCL-.YYYY.-.#####,PCL-.YYYY.-.#####,
POS Hardware,أجهزة نقطة البيع,
POS Session,جلسة نقطة البيع,
POS System,نظام نقطة البيع,
POS invoices are created from the POS terminal. They link to a POS Shift and deduct stock automatically on creation.,فواتير نقطة البيع تُنشأ من محطة نقطة البيع. ترتبط بوردية وتخصم المخزون تلقائياً عند الإنشاء.,
POS shift open/close,فتح/إغلاق وردية نقطة البيع,
POS terminal for order taking,نقطة البيع لاستقبال الطلبات,
"POS terminal, shift management, daily expenses","نقطة البيع وإدارة الورديات والمصروفات اليومية",
POS-.YYYY.-.#####,POS-.YYYY.-.#####,
PUR-ORD-.YYYY.-,PUR-ORD-.YYYY.-,
Package Description,وصف الباقة,
Package Name,اسم الباقة,
Package Name (Arabic),اسم الباقة (عربي),
Pain Points,نقاط الألم,
Parts Used,القطع المستخدمة,
Pasta,باستا,
Payment Status,حالة الدفع,
Paymob,باي موب,
Paymob API Key,مفتاح API باي موب,
Paymob Configuration,إعدادات باي موب,
Paymob HMAC Secret,سر HMAC باي موب,
Paymob Integration ID,معرف تكامل باي موب,
Paymob iFrame ID,معرف iFrame باي موب,
Pending → Confirmed → Seated → Completed. No-shows are marked automatically after 30 minutes.,قيد الانتظار ← مؤكد ← جالس ← مكتمل. يُحدَّد عدم الحضور تلقائياً بعد 30 دقيقة.,
Permit Number,رقم التصريح,
Persona Name (Arabic),اسم الشخصية (عربي),
Persona Name (English),اسم الشخصية (إنجليزي),
Pizza,بيتزا,
Plumbing,سباكة,
Point of sale with shift management and daily closing reconciliation,نقطة بيع مع إدارة الورديات ومطابقة الإقفال اليومي,
Post Date,تاريخ النشر,
Post URL,رابط المنشور,
Posted,منشور,
Power,كهرباء,
Power Outlets,مخارج كهرباء,
Pre-Launch,ما قبل الإطلاق,
Preferences,التفضيلات,
Preferred Categories,الفئات المفضلة,
Preferred Channels,القنوات المفضلة,
Preferred Payment,طريقة الدفع المفضلة,
Prep,تحضير,
Prep Time (minutes),وقت التحضير (دقائق),
Prepaid,مدفوع مسبقاً,
Price (EGP),السعر (ج.م),
Price Change Reason,سبب تغيير السعر,
Price Range,نطاق السعر,
Price Sensitivity,حساسية السعر,
Price/Person,السعر/الشخص,
Primary CTA Text,نص الزر الرئيسي,
Primary CTA URL,رابط الزر الرئيسي,
Primary Color (Amber),اللون الرئيسي (العنبري),
Procurement Officer,مسؤول المشتريات,
Procurement approval and cost reports,موافقات المشتريات وتقارير التكلفة,
Produce,إنتاج,
Production logging and waste tracking,تسجيل الإنتاج وتتبع الهدر,
Promo,ترويجي,
Promo code creation and analytics,إنشاء الأكواد الترويجية وتحليلاتها,
Public Pages,الصفحات العامة,
Purchase & Warranty,الشراء والضمان,
Purchase Cost,تكلفة الشراء,
Purchase Request → Purchase Order → Goods Receipt Note → Stock Entry. All linked automatically.,طلب شراء ← أمر شراء ← إذن استلام ← حركة مخزون. كلها مترابطة تلقائياً.,
Purchase requests from kitchen,طلبات شراء من المطبخ,
"Purchase requests, orders, goods receipt, supplier management","طلبات الشراء والأوامر واستلام البضائع وإدارة الموردين",
"Purchase requests/orders, suppliers, goods receipt, inventory","طلبات/أوامر الشراء والموردين واستلام البضائع والمخزون",
QR Table,طاولة QR,
Qty per Serving,الكمية لكل وجبة,
Qty to Transfer,الكمية للتحويل,
"Quick service POS, loyalty programs, pastry production tracking, morning shift management, takeaway orders","نقطة بيع خدمة سريعة وبرامج ولاء وتتبع إنتاج المعجنات وإدارة الوردية الصباحية وطلبات السفري",
Quiet,هادئ,
ROI %,نسبة العائد %,
ROI (Reach per EGP),العائد (الوصول لكل ج.م),
Ras Al Khaimah,رأس الخيمة,
Reach,الوصول,
Read More,اقرأ المزيد,
Ready to light the flame?,مستعد لإشعال الشمعة؟,
Real-time kitchen station management and production logging,إدارة محطات المطبخ لحظياً وتسجيل الإنتاج,
"Real-time revenue by hour, day, week. Top-selling items. Payment method breakdown.","الإيرادات لحظياً بالساعة واليوم والأسبوع. الأصناف الأكثر مبيعاً. تفصيل طرق الدفع.",
Receipt Date,تاريخ الاستلام,
Receipt?,إيصال؟,
Received,مُستلم,
Received By,استُلم بواسطة,
Recipe & Ingredients,الوصفة والمكونات,
Recipe Items,مكونات الوصفة,
Recipe ingredient lists,قوائم مكونات الوصفات,
Reconciliation Items,أصناف المطابقة,
Record petty cash expenses during your shift for accurate daily closing.,سجّل مصروفات الصندوق الصغير خلال ورديتك لإقفال يومي دقيق.,
Recoverable Reverse Charge (Percentage),نسبة الرسوم العكسية القابلة للاسترداد,
Recoverable Standard Rated Expenses (AED),المصروفات المقيمة القياسية القابلة للاسترداد (درهم),
Reference / Invoice #,المرجع / رقم الفاتورة,
Reference Document,المستند المرجعي,
Refrigeration,تبريد,
Rejection Reason,سبب الرفض,
Remove Demo Data,حذف البيانات التجريبية,
Removing demo data...,جارٍ حذف البيانات التجريبية...,
Reported At,تم الإبلاغ في,
Reported By,أبلغ بواسطة,
Request Items,أصناف الطلب,
Requires Action,يتطلب إجراء,
Reservation Analytics,تحليلات الحجوزات,
Reservation Settings,إعدادات الحجوزات,
Reservation list for the day,قائمة حجوزات اليوم,
"Reservations come from the website or can be created manually. Each reservation has: guest name, date/time, party size, table assignment, and special notes.","الحجوزات تأتي من الموقع أو تُنشأ يدوياً. كل حجز فيه: اسم الضيف، التاريخ/الوقت، عدد الأفراد، الطاولة، وملاحظات خاصة.",
Reserve,احجز,
Reserve Your Table,احجز طاولتك,
Response Posted,تم نشر الرد,
Response Text,نص الرد,
Restaurant,مطعم,
Restaurant Identity,هوية المطعم,
Restaurant Manager,مدير المطعم,
Restaurant Name,اسم المطعم,
Restaurant Name (Arabic),اسم المطعم (عربي),
Restock,إعادة تخزين,
Revenue Attributed,الإيرادات المنسوبة,
Revenue/Cover,الإيراد/الضيف,
Reverse Charge Applicable,الرسوم العكسية مطبقة,
Review (Arabic),التقييم (عربي),
Review (English),التقييم (إنجليزي),
Review URL,رابط التقييم,
Review and approve purchase requests from the kitchen. Monitor supplier performance and costs.,راجع ووافق على طلبات الشراء من المطبخ. تابع أداء الموردين والتكاليف.,
"Review sentiment, order frequency, popular delivery zones, promo code usage.","توجهات التقييمات وتكرار الطلبات ومناطق التوصيل الشائعة واستخدام الأكواد الترويجية.",
Reviewed,تمت المراجعة,
Rework,إعادة تصنيع,
"Room-charge integration, banquet event management, multi-outlet operations, corporate account billing","تكامل رسوم الغرف وإدارة فعاليات القاعات وعمليات متعددة المنافذ وفوترة حسابات الشركات",
Runner,عامل توصيل,
SEO,تحسين محركات البحث,
SEO & Analytics,SEO والتحليلات,
Sales Dashboard,لوحة المبيعات,
"Sales analysis, food cost reports, reservation analytics, staff performance","تحليل المبيعات وتقارير تكلفة الطعام وتحليلات الحجوزات وأداء الموظفين",
"Sales reports, food cost analysis, inventory tracking, marketing ROI","تقارير المبيعات وتحليل تكلفة الطعام وتتبع المخزون وعائد التسويق",
Schema Type,نوع المخطط,
Seafood,مأكولات بحرية,
Seated,جالس,
Seating,الجلوس,
Secondary CTA Text,نص الزر الثانوي,
Secondary CTA URL,رابط الزر الثانوي,
Secondary Phone,الهاتف الثانوي,
Security,الأمان,
"See all tables at /deladmin/tables. Green = available, amber = occupied, red = reserved.","شاهد جميع الطاولات في /deladmin/tables. أخضر = متاح، عنبري = مشغول، أحمر = محجوز.",
Serial Number,الرقم التسلسلي,
Served,تم التقديم,
Set Up Tables,إعداد الطاولات,
Set opening and closing times for each day. These are displayed on the website and used to validate reservation time slots.,حدد أوقات الفتح والإغلاق لكل يوم. تُعرض على الموقع وتُستخدم للتحقق من فترات الحجز.,
"Set restaurant name, address, opening hours, and currency in Candela Settings","حدد اسم المطعم والعنوان وساعات العمل والعملة في إعدادات كانديلا",
"Set up warehouses, suppliers, kitchen stations, and delivery zones","أعدّ المستودعات والموردين ومحطات المطبخ ومناطق التوصيل",
Sharjah,الشارقة,
Shift,وردية,
Shift Date,تاريخ الوردية,
"Shift coverage, POS sales per cashier, kitchen throughput, overtime tracking.","تغطية الورديات ومبيعات نقطة البيع لكل كاشير وإنتاجية المطبخ وتتبع العمل الإضافي.",
Shift reconciliation,مطابقة الوردية,
Show About Section,عرض قسم من نحن,
Show Animated Logo in Hero,عرض الشعار المتحرك في البطل,
Show Events,عرض الفعاليات,
Show Gallery,عرض المعرض,
Show Instagram Feed,عرض منشورات إنستغرام,
Show Menu Highlights,عرض أبرز الأطباق,
Show Newsletter,عرض النشرة البريدية,
Show Reservation CTA,عرض زر الحجز,
Show Testimonials,عرض شهادات العملاء,
Show on Homepage,عرض في الصفحة الرئيسية,
Show on Website,عرض في الموقع,
Silent,صامت,
Slot Duration (minutes),مدة الفترة (دقائق),
Slug,الرابط المختصر,
Sous Chef,مساعد الشيف,
Special Instructions,تعليمات خاصة,
Spice Level,درجة الحرارة,
Spices & Herbs,توابل وأعشاب,
Spicy,حار,
Spoilage,تلف,
Staff Name,اسم الموظف,
Staff Performance,أداء الموظفين,
Staff Requirements,متطلبات الموظفين,
Staff schedule and shift management,جدول الموظفين وإدارة الورديات,
Started At,بدأ في,
Station Name,اسم المحطة,
Station Name (Arabic),اسم المحطة (عربي),
"Stations organize your kitchen (e.g., Grill, Pasta, Dessert). Orders are routed to the correct station based on item configuration.","المحطات تنظم مطبخك (مثل: الشواية، الباستا، الحلويات). الطلبات تُوجَّه للمحطة الصحيحة حسب إعدادات الصنف.",
Stock Deduction,خصم مخزون,
"Stock entries track all inventory movements: receipts from suppliers, production consumption, transfers between warehouses, and adjustments.","حركات المخزون تتبع جميع حركات المخزون: الاستلام من الموردين واستهلاك الإنتاج والتحويلات بين المستودعات والتعديلات.",
Stock level alerts for key ingredients,تنبيهات مستوى المخزون للمكونات الرئيسية,
Stocked,مُخزَّن,
Storage,تخزين,
Strengths,نقاط القوة,
Submitted,مُقدَّم,
Subscribed On,تاريخ الاشتراك,
Subscribed Package,الباقة المشتركة,
Supplier Name (Arabic),اسم المورد (عربي),
Supplier Name in Arabic,اسم المورد بالعربي,
Supplier management and ordering,إدارة الموردين والطلب,
Supplies,مستلزمات,
System Health,صحة النظام,
System Qty,كمية النظام,
Table Number,رقم الطاولة,
"Table map, POS, reservations, customer notes","خريطة الطاولات ونقطة البيع والحجوزات وملاحظات العملاء",
"Table reservations, multi-course menu management, wine pairing notes, premium customer experience tracking, event hosting","حجوزات الطاولات وإدارة قوائم متعددة الأطباق وملاحظات مزج النبيذ وتتبع تجربة العملاء المميزة واستضافة الفعاليات",
"Table status map — available, occupied, reserved","خريطة حالة الطاولات — متاحة، مشغولة، محجوزة",
Tagline (Arabic),الشعار (عربي),
Tagline (English),الشعار (إنجليزي),
Tagline (Italian),الشعار (إيطالي),
Takeaway,سفري,
Takeaway Revenue,إيرادات السفري,
Talabat,طلبات,
Target Food Cost %,نسبة تكلفة الطعام المستهدفة %,
Target Persona,الشخصية المستهدفة,
Tax Amount,مبلغ الضريبة,
Tax Code,رمز الضريبة,
Tax Rate (%),نسبة الضريبة (%),
Tax Refund provided to Tourists (AED),استرداد الضريبة المقدم للسياح (درهم),
"The daily closing report summarizes: total POS sales, online order revenue, cash collected, expenses, and discrepancies. Auto-generated or created manually.","تقرير الإقفال اليومي يلخص: إجمالي مبيعات نقطة البيع وإيرادات الطلبات الإلكترونية والنقد المُحصَّل والمصروفات والفروقات. يُنشأ تلقائياً أو يدوياً.",
Theft,سرقة,
"This is where you configure your restaurant's basic information: name, address, phone, opening hours, currency, and brand colors. Changes here affect the public website and all internal screens.","هنا تهيئ المعلومات الأساسية للمطعم: الاسم والعنوان والهاتف وساعات العمل والعملة وألوان العلامة التجارية. التغييرات هنا تؤثر على الموقع وجميع الشاشات الداخلية.",
"This will add demo menu items, gallery photos, events, and reviews. Continue?","سيتم إضافة أصناف قائمة تجريبية وصور معرض وفعاليات وتقييمات. متابعة؟",
This will permanently delete ALL demo data. Your real data will NOT be affected. Continue?,سيتم حذف جميع البيانات التجريبية نهائياً. بياناتك الحقيقية لن تتأثر. متابعة؟,
TikTok Pixel ID,معرف TikTok Pixel,
Time Variance %,نسبة انحراف الوقت %,
Title (Arabic),العنوان (عربي),
Title (English),العنوان (إنجليزي),
Total Card Sales,إجمالي مبيعات البطاقات,
Total Cash Sales,إجمالي المبيعات النقدية,
Total Collected,إجمالي المُحصَّل,
Total Discounts,إجمالي الخصومات,
Total Expenses,إجمالي المصروفات,
Total Refunds,إجمالي المرتجعات,
Total Variance Cost,إجمالي تكلفة الفروقات,
Total Wallet Sales,إجمالي مبيعات المحفظة,
Total Waste Cost,إجمالي تكلفة الهدر,
Totals & Approval,الإجماليات والموافقة,
"Track ingredients, create purchase requests, receive goods, do stock counts","تتبع المكونات وأنشئ طلبات الشراء واستلم البضائع وقم بالجرد",
Tracking,تتبع,
Transfer Items,أصناف التحويل,
Transferred By,حُوِّل بواسطة,
Twitter / X,تويتر / X,
UI,واجهة المستخدم,
Umm Al Quwain,أم القيوين,
Unit Cost,تكلفة الوحدة,
Urgency,الأولوية,
Useful Life (Years),العمر الافتراضي (سنوات),
User Settings,إعدادات المستخدم,
Utilities,مرافق,
VAT Details,تفاصيل ضريبة القيمة المضافة,
VAT Emirate,إمارة الضريبة,
Valid Until,صالح حتى,
Variance Cost,تكلفة الفرق,
Variance Reason,سبب الفرق,
Vegan,نباتي,
Vegetables,خضروات,
View on Website,عرض في الموقع,
Visit Date,تاريخ الزيارة,
Visit Pattern,نمط الزيارة,
Visits,الزيارات,
Visits & Campaigns,الزيارات والحملات,
Waiter / Front Staff,النادل / طاقم الاستقبال,
Warehouse,مستودع,
Warehouse Name (Arabic),اسم المستودع (عربي),
Warm,دافئ,
Warning: '{0}' has no recipe. Add ingredients in the Recipe tab for proper cost tracking.,تحذير: '{0}' ليس له وصفة. أضف المكونات في تبويب الوصفة لتتبع التكلفة بشكل صحيح.,
Warranty Until,الضمان حتى,
Waste,هدر,
Waste Items,أصناف الهدر,
Wasted Qty,الكمية المهدرة,
Weaknesses,نقاط الضعف,
Web,ويب,
Website Content,محتوى الموقع,
Weekly Invoice,فاتورة أسبوعية,
WhatsApp Default Message,رسالة واتساب الافتراضية,
WhatsApp Notify Staff,إشعار الموظفين عبر واتساب,
WhatsApp Number,رقم واتساب,
"When confirmed, orders are sent to the kitchen display. Ingredients are deducted from stock automatically.","عند التأكيد، تُرسل الطلبات لشاشة المطبخ. تُخصم المكونات من المخزون تلقائياً.",
"When ingredients run low, create a purchase request directly from the kitchen.","عندما ينخفض المخزون، أنشئ طلب شراء مباشرة من المطبخ.",
WiFi Password,كلمة مرور WiFi,
WiFi SSID,اسم شبكة WiFi,
WiFi Speed (Mbps),سرعة WiFi (ميغابت),
Y,نعم,
Your workspace is /deladmin/kitchen. Orders appear in real-time organized by station.,مكان عملك هو /deladmin/kitchen. الطلبات تظهر لحظياً مرتبة حسب المحطة.,
Zone,المنطقة,
Zone Name,اسم المنطقة,
bag,كيس,
bottle,زجاجة,
box,صندوق,
can,علبة,
g,غرام,
it,إيطالي,
kg,كغ,
liter,لتر,
ml,مل,
piece,قطعة,
ℹ️ No specific guide,ℹ️ لا يوجد دليل محدد,
⚙️ Candela Settings,⚙️ إعدادات كانديلا,
⚠️ '{0}' has no recipe — stock deduction skipped. Add a recipe to enable automatic inventory tracking.,⚠️ '{0}' ليس له وصفة — تم تخطي خصم المخزون. أضف وصفة لتفعيل تتبع المخزون التلقائي.,
"⚠️ Low stock: {0} — needed {1} {2}, available {3}","⚠️ مخزون منخفض: {0} — مطلوب {1} {2}، متوفر {3}",
⚠️ Stock consumption should reference an order or production log for audit trail.,⚠️ استهلاك المخزون يجب أن يشير لطلب أو سجل إنتاج لأغراض التدقيق.,
⚡ Business Workflows,⚡ سير العمل التجاري,
⚡ Core Workflow,⚡ سير العمل الأساسي,
⚡ Kitchen Integration,⚡ ربط المطبخ,
❓ Getting Help,❓ الحصول على مساعدة,
